sample	population	vapr	AnnTemp	Iso	TempSea	MaxTempWarm	MinTempCold	AnnPre	PreWet	PreDry	Lats.	Lons.
AC0172-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0173-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0174-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0176-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0177-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0178-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0179-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0180-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0181-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0182-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0183-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0184-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0185-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0186-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0187-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0188-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0189-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0190-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0191-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0192-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0193-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0194-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0195-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0196-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0197-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0199-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0200-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0201-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0202-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AC0203-C	UGS_1	1.965866695	228	83	691	310	162	1321	194	49	0.77	34.026
AG0082-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0085-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0089-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0096-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0097-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0098-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0100-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0102-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0104-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0106-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0108-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0109-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0111-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0118-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0120-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0121-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0123-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0125-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0126-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0127-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0128-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0129-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0133-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0134-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0136-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0137-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0138-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0139-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0141-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0142-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0143-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0144-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0145-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0146-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0147-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0148-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0152-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0153-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0156-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0159-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0162-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0163-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0169-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0170-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0172-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0178-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0179-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0181-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0183-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0195-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0197-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0202-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0203-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0204-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0206-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0208-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0214-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0221-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0223-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0227-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0229-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0230-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0231-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0232-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AG0263-C	GM_1	2.125033329	274	61	1982	386	150	754	258	0	13.55	-15.9
AJ0023-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0024-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0028-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0032-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0035-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0036-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0037-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0038-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0039-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0043-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0044-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0045-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0047-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0051-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0052-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0056-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0059-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0060-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0061-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0063-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0064-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0066-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0068-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0070-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0071-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0072-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0074-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0075-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0076-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0077-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0078-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0080-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0081-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0084-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0085-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0086-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0087-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0088-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0090-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0092-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0093-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0095-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0096-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0097-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0098-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0099-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0100-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0101-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0102-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0103-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0105-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0107-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0109-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0113-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0115-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0116-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0117-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0119-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0128-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0129-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0130-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0131-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0132-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0133-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0134-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0135-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0136-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0137-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0138-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0139-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0140-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0141-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0142-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0143-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0144-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0145-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0146-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0147-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0148-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0149-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0150-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0151-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0152-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0153-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0154-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0155-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0156-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0157-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0158-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0159-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AJ0161-C	GW_1	2.346600016	264	63	957	340	175	1725	568	0	11.91489381	-15.60637721
AK0060-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0062-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0065-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0066-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0067-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0068-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0069-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0070-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0072-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0073-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0074-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0075-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0076-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0077-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0078-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0079-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0080-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0081-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0082-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0085-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0086-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0087-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0088-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0089-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0090-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0091-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0092-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0093-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0094-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0095-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0096-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0098-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0099-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0100-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0101-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0102-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0103-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0104-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0105-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0106-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0107-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0108-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0109-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0110-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0116-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0117-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0119-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AK0127-C	KE_1	2.57766664	251	66	1314	316	195	1131	253	17	-3.710666667	39.82033333
AN0007-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0008-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0009-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0010-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0011-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0012-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0013-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0014-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0015-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0016-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0017-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0018-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0019-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0020-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0037-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0038-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0039-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0040-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0041-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0042-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0043-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0044-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0045-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0046-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0047-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0048-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0049-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0050-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0051-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0053-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0054-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0055-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0056-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0057-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0058-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0059-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0060-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0061-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0062-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0063-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0064-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0065-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0066-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0067-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0068-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0069-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0070-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0071-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0072-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0073-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0074-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0075-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0076-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0077-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0079-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0080-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0081-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0082-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0083-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0084-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0085-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0086-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0087-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0088-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0089-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0090-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
